2014PN510491,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-22 14:38,WATER,DISCRETE SAMPLE,,32.3,,0.028,,0.7,,14.7,,0.012,L,0.001,,49.6,,0.005,,0.245,,0.003,,0.13,,0.08,,0.69,,0.01,,0.01,L,0.001,,548,,0.139,,0.101,,10.2,,4.53,,0.195,,1.15,L,0.001,L,0.005,L,0.001,,0.559,,0.02,,0.07,,0.001,,85.5,,0.01,L,0.001,L,0.005,,0.6,L,0.001,,0.09,,0.366,,0.223,,0.7,,0.3
2014PN510503,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-07-06 12:49,WATER,DISCRETE SAMPLE,,25.4,,0.029,,0.85,,16.3,,0.019,L,0.001,,50.3,,0.005,,0.212,,0.002,,0.14,,0.065,,0.66,,0.008,,0.01,L,0.001,,638,,0.136,,0.086,,10.7,,2.41,,0.225,,1.29,,0.001,L,0.005,L,0.001,,0.564,,0.01,,0.09,,0.002,,90,,0.01,,0.002,L,0.005,,0.5,L,0.001,,0.0848,,0.397,,0.249,,0.7,,0.3
2014PN510522,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-07-21 11:10,WATER,DISCRETE SAMPLE,,28.3,,0.03,,0.9,,16.1,,0.016,,0.002,,54,,0.004,,0.232,,0.002,,0.14,,0.124,,0.61,,0.008,,0.01,L,0.001,,861,,0.125,,0.105,,11.8,,6.45,,0.275,,1.19,,0.007,L,0.005,L,0.001,,0.544,,0.02,,0.09,,0.003,,117,L,0.01,,0.002,,0.005,,0.8,,0.001,,0.122,,0.445,,0.221,,0.6,,0.3
2014PN510549,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-08-06 15:36,WATER,DISCRETE SAMPLE,,37.6,,0.034,,1.03,,17.4,,0.014,L,0.001,,57.7,,0.006,,0.234,,0.004,,0.17,,0.138,,0.66,,0.014,,0.01,L,0.001,,874,,0.13,,0.109,,12.8,,8.63,,0.397,,1.28,,0.001,L,0.005,,0.001,,0.725,,0.02,,0.1,,0.001,,129,L,0.01,,0.003,L,0.005,,1.1,L,0.001,,0.155,,0.491,,0.213,,0.6,,0.4
2014PN510566,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-08-20 13:46,WATER,DISCRETE SAMPLE,,56.4,,0.042,,1.1,,18.6,,0.017,L,0.001,,61.7,,0.006,,0.256,,0.005,,0.17,,0.17,,0.68,,0.019,,0.02,L,0.001,,966,,0.139,,0.115,,14.2,,15.8,,0.397,,1.43,,0.004,L,0.005,L,0.001,,0.833,,0.04,,0.11,,0.002,,143,,0.01,,0.003,L,0.005,,2.8,L,0.001,,0.158,,0.568,,0.216,,0.7,,0.5
2014PN510585,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-09-03 10:30,WATER,DISCRETE SAMPLE,,23.8,,0.035,,1.03,,22,,0.013,L,0.001,,79,,0.003,,0.234,,0.002,,0.14,,0.147,,0.55,,0.013,,0.01,L,0.001,,1040,,0.119,,0.121,,16.7,,9.25,,0.454,,1.25,L,0.001,L,0.005,L,0.001,,0.891,,0.02,,0.09,L,0.001,,162,,0.01,,0.002,L,0.005,,1.3,L,0.001,,0.209,,0.474,,0.201,,0.6,,0.4
2014PN510609,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-09-14 14:01,WATER,DISCRETE SAMPLE,,28.7,,0.031,,0.95,,19,,0.015,L,0.001,,63.7,,0.004,,0.227,,0.003,,0.14,,0.131,,0.9,,0.012,,0.01,L,0.001,,1100,,0.112,,0.222,,15.5,,8.52,,0.348,,2.63,L,0.001,L,0.005,L,0.001,,0.734,,0.01,,0.07,,0.001,,140,L,0.01,,0.001,L,0.005,,0.8,L,0.001,,0.189,,0.406,,0.191,,1.6,,0.3
2014PN510630,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-10-01 14:12,WATER,TRIPLICATE SAMPLE - rep1,,37.5,,0.023,,0.7,,16.4,,0.01,,0.001,,51.3,,0.005,,0.197,,0.005,,0.14,,0.117,,0.47,,0.011,,0.01,L,0.001,,811,,0.102,,0.096,,12.8,,8.03,,0.18,,0.89,L,0.001,L,0.005,L,0.001,,0.884,,0.01,,0.06,,0.001,,112,,0.02,L,0.001,L,0.005,,0.8,,0.001,,0.113,,0.328,,0.165,,0.7,,0.3
2014PN510631,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-10-01 14:17,WATER,TRIPLICATE SAMPLE - rep2,,36.4,,0.025,,0.73,,17.4,,0.012,,0.001,,52.5,,0.003,,0.196,,0.004,,0.15,,0.118,,0.47,,0.01,L,0.01,L,0.001,,836,,0.101,,0.098,,13.6,,8.36,,0.199,,0.9,L,0.001,L,0.005,L,0.001,,0.94,,0.01,,0.06,,0.001,,117,,0.01,,0.001,L,0.005,,0.7,L,0.001,,0.115,,0.326,,0.168,,0.8,,0.3
2014PN510632,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-10-01 14:22,WATER,TRIPLICATE SAMPLE - rep3,,33.5,,0.026,,0.77,,16.8,,0.013,,0.001,,53.3,,0.005,,0.206,,0.004,,0.13,,0.115,,0.49,,0.015,L,0.01,L,0.001,,806,,0.108,,0.101,,12.4,,7.9,,0.191,,0.93,L,0.001,L,0.005,L,0.001,,0.861,,0.01,,0.06,,0.001,,112,,0.01,,0.002,L,0.005,,0.8,,0.001,,0.111,,0.335,,0.174,,0.8,,0.3
2014PN510644,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-10-15 09:35,WATER,DISCRETE SAMPLE,,30.2,,0.021,,0.6,,14.8,,0.01,L,0.001,,44.1,,0.003,,0.17,,0.003,,0.12,,0.119,,0.32,,0.008,,0.01,L,0.001,,719,,0.087,,0.071,,12.9,,15.8,,0.2,,0.77,L,0.001,L,0.005,L,0.001,,0.839,,0.01,,0.06,L,0.001,,100,,0.01,L,0.001,,0.006,,0.6,L,0.001,,0.109,,0.263,,0.149,,0.7,,0.2
2014PN510679,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-12-15 15:11,WATER,DISCRETE SAMPLE,,44.3,,0.044,,0.88,,35,,0.012,,0.003,,104,,0.018,,0.287,,0.007,,0.18,,0.156,,0.71,,0.013,,0.02,L,0.001,,1790,,0.148,,0.145,,29.3,,35.7,,0.414,,1.33,L,0.001,L,0.005,L,0.001,,1.31,,0.01,,0.08,,0.002,,246,L,0.01,,0.003,L,0.005,,0.9,L,0.001,,0.35,,0.404,,0.246,,1.4,,0.4
2014PN510709,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2015-01-22 15:02,WATER,DISCRETE SAMPLE,,37.8,,0.057,,0.85,,36.4,,0.012,,0.002,,141,,0.003,,0.228,,0.005,,0.15,,0.132,,0.58,,0.012,,0.02,L,0.001,,1800,,0.127,,0.125,,34.7,,20.2,,0.531,,1.18,L,0.001,L,0.005,L,0.001,,1.28,,0.01,,0.08,,0.002,,288,L,0.01,,0.003,L,0.005,,0.7,L,0.001,,0.462,,0.374,,0.194,,0.8,,0.4
2014PN510713,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2015-03-13 17:20,WATER,DISCRETE SAMPLE,,28.4,,0.038,,0.89,,38,,0.007,,0.001,,178,,0.011,,0.173,,0.006,,0.11,,0.122,,0.58,,0.01,,0.02,L,0.001,,1520,,0.104,,0.098,,39.7,,14,,0.74,,1.25,L,0.001,L,0.005,L,0.001,,1.36,L,0.01,,0.07,,0.002,,354,L,0.01,,0.003,L,0.005,,0.7,L,0.001,,0.623,,0.322,,0.16,,0.7,,0.5
2012PN510002,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-04 13:45,WATER,DISCRETE SAMPLE,,3.7,,0.018,,0.19,,50.5,,0.006,L,0.001,,46.8,,0.011,,0.026,,0.003,,0.1,,0.134,,0.33,,0.009,L,0.01,L,0.001,,147,,0.011,,0.03,,11.9,,109,,0.202,,0.57,,0.003,L,0.005,,0.001,,3.24,,0.08,,0.04,,0.001,,153,L,0.01,,0.005,L,0.005,,0.3,,0.007,,0.0922,,0.123,,0.035,,1.1,,0.2
2012PN510011,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-11 12:35,WATER,DISCRETE SAMPLE,,3.3,,0.014,,0.19,,55.8,,0.006,L,0.001,,44.5,,0.041,,0.017,,0.002,,0.09,,0.171,,0.27,,0.011,L,0.01,L,0.001,,221,,0.008,,0.017,,12,,163,,0.105,,0.51,,0.002,L,0.005,,0.001,,2.48,,0.09,,0.03,,0.002,,150,L,0.01,,0.003,L,0.005,,0.2,,0.001,,0.0679,,0.113,,0.031,,0.8,,0.2
2012PN510025,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-12 14:25,WATER,DISCRETE SAMPLE,,2.1,,0.014,,0.19,,49.8,,0.005,L,0.001,,39.8,,0.015,,0.014,,0.002,,0.08,,0.145,,0.32,,0.007,L,0.01,L,0.001,,200,,0.006,,0.021,,10.2,,118,,0.115,,0.43,,0.002,L,0.005,L,0.001,,2.65,,0.08,,0.02,,0.001,,130,L,0.01,,0.002,L,0.005,,0.3,,0.001,,0.0706,,0.098,,0.025,,0.8,,0.2
2012PN510030,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-13 12:30,WATER,DISCRETE SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012PN510036,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-15 10:39,WATER,DISCRETE SAMPLE,,2.6,,0.012,,0.16,,44.7,,0.003,L,0.001,,29.8,,0.135,,0.014,,0.002,,0.07,,0.107,,0.26,,0.005,L,0.01,L,0.001,,293,,0.007,,0.019,,8.76,,75.9,,0.133,,0.44,,0.001,L,0.005,L,0.001,,3.19,,0.07,,0.02,,0.001,,113,L,0.01,,0.002,L,0.005,,0.3,,0.001,,0.0573,,0.095,,0.022,,0.9,,0.1
2012PN510060,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-16 13:50,WATER,DISCRETE SAMPLE,,2.6,,0.01,,0.17,,46.2,,0.003,L,0.001,,30.4,,0.016,,0.015,,0.002,,0.08,,0.105,,0.24,,0.006,L,0.01,L,0.001,,281,,0.007,,0.012,,9.19,,70.5,,0.123,,0.38,,0.001,L,0.005,L,0.001,,3.1,,0.08,,0.02,,0.001,,113,L,0.01,,0.002,L,0.005,,0.2,L,0.001,,0.0602,,0.093,,0.021,,0.8,,0.1
2012PN510063,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-18 10:00,WATER,DISCRETE SAMPLE,,2.8,,0.014,,0.18,,45.4,,0.003,L,0.001,,32.1,,0.011,,0.016,,0.002,,0.07,,0.099,,0.2,,0.005,L,0.01,L,0.001,,337,,0.008,,0.024,,9.64,,75.5,,0.111,,0.38,,0.001,L,0.005,L,0.001,,3.13,,0.08,,0.03,,0.001,,112,L,0.01,,0.002,L,0.005,,0.3,L,0.001,,0.0605,,0.091,,0.022,,0.5,,0.2
2012PN510079,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-19 12:50,WATER,TRIPLICATE SAMPLE - rep1,,1.7,,0.011,,0.17,,42.4,,0.003,L,0.001,,33,,0.028,,0.013,,0.002,,0.06,,0.096,,0.17,,0.004,,0.01,L,0.001,,219,,0.007,,0.011,,9.65,,70.1,,0.122,,0.4,,0.001,L,0.005,L,0.001,,2.94,,0.05,,0.02,,0.001,,104,L,0.01,,0.002,L,0.005,,0.2,L,0.001,,0.0649,,0.078,,0.02,,0.4,,0.2
2012PN510080,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-19 12:55,WATER,TRIPLICATE SAMPLE - rep2,,3.2,,0.014,,0.18,,43.1,,0.004,L,0.001,,31.7,,0.011,,0.021,,0.002,,0.06,,0.102,,0.2,,0.006,L,0.01,L,0.001,,380,,0.008,,0.09,,9.68,,71.9,,0.12,,0.42,,0.002,L,0.005,,0.001,,2.45,,0.07,,0.02,,0.002,,110,L,0.01,,0.004,L,0.005,,0.4,,0.002,,0.064,,0.105,,0.023,,0.8,,0.1
2012PN510081,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-19 13:00,WATER,TRIPLICATE SAMPLE - rep3,,4.1,,0.012,,0.17,,43.1,,0.003,L,0.001,,32.7,,0.015,,0.019,,0.002,,0.06,,0.101,,0.16,,0.004,L,0.01,L,0.001,,395,,0.009,,0.013,,9.74,,70.8,,0.114,,0.4,,0.002,L,0.005,L,0.001,,2.92,,0.08,,0.02,,0.001,,108,L,0.01,,0.002,L,0.005,,0.2,L,0.001,,0.0661,,0.12,,0.021,,0.4,,0.1
2012PN510102,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-20 14:41,WATER,DISCRETE SAMPLE,,2.7,,0.015,,0.2,,43,,0.005,L,0.001,,35.8,,0.016,,0.021,,0.001,,0.05,,0.094,,0.36,,0.009,,0.01,L,0.001,,446,,0.01,,0.024,,9.96,,71.7,,0.119,,0.41,,0.001,L,0.005,L,0.001,,2.72,,0.03,,0.02,,0.001,,105,L,0.01,,0.003,L,0.005,,0.2,,0.001,,0.0691,,0.119,,0.024,,0.7,,0.2
2012PN510104,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-22 10:15,WATER,DISCRETE SAMPLE,,2.5,,0.014,,0.2,,43,,0.004,L,0.001,,36.7,,0.005,,0.016,,0.001,,0.05,,0.093,,0.47,,0.009,L,0.01,L,0.001,,307,,0.008,,0.074,,9.68,,73.8,,0.122,,0.54,L,0.001,L,0.005,L,0.001,,2.5,,0.03,,0.02,,0.001,,106,L,0.01,,0.004,L,0.005,,0.2,L,0.001,,0.0712,,0.117,,0.021,,1.4,,0.2
2012PN510116,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-23 12:35,WATER,DISCRETE SAMPLE,,2.7,,0.013,,0.19,,43.3,,0.004,L,0.001,,33.5,,0.017,,0.018,,0.001,,0.05,,0.095,,0.21,,0.008,L,0.01,L,0.001,,307,,0.008,,0.022,,9.16,,65.6,,0.12,,0.42,,0.001,,0.007,L,0.001,,2.42,,0.03,,0.02,,0.001,,106,L,0.01,,0.004,L,0.005,,0.2,,0.001,,0.072,,0.108,,0.022,,1,,0.2
2012PN510133,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-25 14:15,WATER,DISCRETE SAMPLE,,2.6,,0.014,,0.2,,43.2,,0.004,L,0.001,,36.9,,0.003,,0.015,,0.001,,0.05,,0.09,,0.21,,0.007,L,0.01,L,0.001,,268,,0.01,,0.012,,9.34,,48.7,,0.12,,0.32,L,0.001,L,0.005,L,0.001,,2.3,,0.03,,0.02,,0.001,,105,L,0.01,,0.004,L,0.005,,0.2,,0.001,,0.0713,,0.109,,0.022,,0.5,,0.1
2012PN510137,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-26 09:52,WATER,DISCRETE SAMPLE,,1.7,,0.013,,0.17,,43.5,,0.004,L,0.001,,30.6,,0.01,,0.012,,0.001,,0.05,,0.08,,0.3,,0.006,L,0.01,L,0.001,,236,,0.007,,0.026,,8.83,,48.6,,0.114,,0.36,L,0.001,L,0.005,L,0.001,,2.32,,0.03,,0.02,,0.001,,106,L,0.01,,0.003,L,0.005,,0.3,,0.001,,0.0679,,0.114,,0.019,,0.6,,0.2
2012PN510152,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-28 11:45,WATER,DISCRETE SAMPLE,,2.2,,0.015,,0.21,,39.2,,0.003,L,0.001,,38.1,,0.017,,0.018,,0.001,,0.05,,0.086,,0.27,,0.005,,0.01,L,0.001,,263,,0.007,,0.033,,9.31,,39,,0.126,,0.36,,0.001,L,0.005,L,0.001,,2.04,,0.04,,0.02,,0.001,,98.8,L,0.01,,0.003,L,0.005,,0.3,,0.001,,0.0763,,0.11,,0.021,,0.3,,0.1
2012PN510163,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-04-29 12:40,WATER,DISCRETE SAMPLE,,2.5,,0.014,,0.23,,38.6,,0.004,L,0.001,,38.2,,0.02,,0.017,,0.001,,0.05,,0.081,,0.31,,0.003,,0.01,L,0.001,,301,,0.009,,0.02,,9.21,,35.6,,0.132,,0.34,,0.001,L,0.005,L,0.001,,1.89,L,0.01,,0.02,,0.001,,98.6,L,0.01,,0.002,L,0.005,,0.1,,0.001,,0.072,,0.122,,0.021,,0.2,,0.1
2012PN510166,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-01 11:03,WATER,DISCRETE SAMPLE,,3.4,,0.016,,0.25,,37,,0.004,L,0.001,,40.5,,0.076,,0.027,,0.001,,0.04,,0.08,,0.28,,0.003,L,0.01,L,0.001,,388,,0.012,,0.044,,9.44,,25.9,,0.137,,0.38,,0.002,L,0.005,L,0.001,,1.79,L,0.01,,0.02,L,0.001,,92.5,L,0.01,,0.002,,0.02,L,0.1,L,0.001,,0.0739,,0.148,,0.024,,0.3,,0.1
2012PN510181,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-02 13:42,WATER,DISCRETE SAMPLE,,3,,0.018,,0.25,,37.6,,0.004,L,0.001,,42.8,,0.019,,0.024,,0.001,,0.04,,0.076,,0.77,,0.004,,0.01,L,0.001,,264,,0.011,,0.026,,9.45,,23.5,,0.138,,0.45,,0.001,L,0.005,L,0.001,,1.83,,0.02,,0.02,,0.001,,94.5,L,0.01,,0.002,,0.01,,0.3,,0.001,,0.0697,,0.118,,0.023,,0.7,,0.1
2012PN510195,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-03 14:10,WATER,DISCRETE SAMPLE,,3.5,,0.017,,0.27,,35.8,,0.004,L,0.001,,42.4,,0.019,,0.027,,0.001,,0.04,,0.078,,0.35,,0.004,,0.01,L,0.001,,322,,0.012,,0.017,,9.29,,21.7,,0.146,,0.49,,0.001,L,0.005,L,0.001,,1.77,,0.02,,0.03,,0.001,,91.9,L,0.01,,0.001,,0.009,,0.2,,0.001,,0.0662,,0.134,,0.026,,0.6,,0.1
2012PN510198,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-04 10:00,WATER,DISCRETE SAMPLE,,4.9,,0.019,,0.28,,36.2,,0.005,L,0.001,,45.7,,0.022,,0.034,,0.001,,0.05,,0.079,,0.31,,0.004,L,0.01,L,0.001,,428,,0.016,,0.022,,9.47,,20.6,,0.141,,0.5,,0.002,L,0.005,L,0.001,,1.77,,0.01,,0.03,,0.001,,92.7,L,0.01,,0.002,,0.011,,0.3,,0.001,,0.0652,,0.163,,0.03,,0.6,,0.2
2012PN510211,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-06 13:41,WATER,DISCRETE SAMPLE,,6.5,,0.02,,0.28,,36.3,,0.006,L,0.001,,46.8,,0.012,,0.036,,0.001,,0.06,,0.079,,0.26,,0.004,L,0.01,L,0.001,,488,,0.018,,0.03,,10.3,,20.6,,0.15,,0.52,,0.002,L,0.005,L,0.001,,1.77,,0.03,,0.03,,0.001,,99.7,L,0.01,,0.002,L,0.005,,0.6,,0.001,,0.0634,,0.18,,0.032,,0.7,,0.2
2012PN510225,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-08 14:04,WATER,DISCRETE SAMPLE,,4.9,,0.021,,0.27,,33.6,,0.006,L,0.001,,50.2,,0.013,,0.033,,0.001,,0.05,,0.075,,0.23,,0.004,,0.01,L,0.001,,376,,0.016,,0.039,,10.2,,16.5,,0.138,,0.51,,0.001,L,0.005,L,0.001,,1.59,,0.02,,0.03,,0.001,,96.2,L,0.01,,0.002,L,0.005,,0.4,,0.001,,0.0618,,0.16,,0.031,,0.5,,0.1
2012PN510228,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-10 11:40,WATER,DISCRETE SAMPLE,,6.4,,0.02,,0.28,,32.9,,0.005,L,0.001,,53.5,,0.009,,0.036,,0.002,,0.05,,0.08,,0.18,,0.004,,0.01,L,0.001,,385,,0.017,,0.041,,10.2,,14.8,,0.135,,0.48,,0.002,L,0.005,L,0.001,,1.44,,0.01,,0.03,,0.001,,93.4,L,0.01,,0.003,L,0.005,,0.2,,0.001,,0.0554,,0.16,,0.034,,0.4,,0.2
2012PN510242,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-12 11:40,WATER,DISCRETE SAMPLE,,4,,0.023,,0.28,,33.6,,0.006,L,0.001,,50.3,,0.013,,0.023,,0.001,,0.05,,0.069,,0.23,,0.004,L,0.01,L,0.001,,335,,0.013,,0.024,,10.1,,6.46,,0.135,,0.46,,0.001,L,0.005,L,0.001,,1.53,,0.02,,0.03,,0.001,,96,L,0.01,,0.003,L,0.005,,0.4,L,0.001,,0.0541,,0.152,,0.03,,0.7,,0.2
2012PN510254,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-16 14:09,WATER,TRIPLICATE SAMPLE - rep1,,5.3,,0.023,,0.3,,33.5,,0.004,,0.001,,48.5,,0.793,,0.031,,0.001,,0.06,,0.092,,0.3,,0.005,L,0.01,L,0.001,,406,,0.018,,0.025,,10,,13.9,,0.129,,0.62,,0.001,L,0.005,L,0.001,,1.43,L,0.01,,0.04,,0.001,,102,L,0.01,,0.001,L,0.005,,0.3,L,0.001,,0.0587,,0.167,,0.033,,0.6,,0.2
2012PN510255,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-16 14:14,WATER,TRIPLICATE SAMPLE - rep2,,4.5,,0.019,,0.3,,33.9,,0.005,L,0.001,,48.9,,0.054,,0.032,L,0.001,,0.06,,0.095,,0.24,,0.005,,0.01,L,0.001,,387,,0.016,,0.018,,10.1,,12.9,,0.13,,0.52,,0.002,L,0.005,L,0.001,,1.46,L,0.01,,0.03,,0.002,,103,L,0.01,,0.001,L,0.005,,0.4,L,0.001,,0.0592,,0.174,,0.037,,0.4,,0.2
2012PN510256,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-16 14:19,WATER,TRIPLICATE SAMPLE - rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012PN510261,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-22 10:30,WATER,DISCRETE SAMPLE,,4.8,,0.02,,0.27,,34.2,,0.005,L,0.001,,45.4,,0.038,,0.034,,0.001,,0.06,,0.078,,0.22,,0.006,,0.01,L,0.001,,380,,0.016,,0.018,,10.2,,13.9,,0.123,,0.48,,0.008,L,0.005,L,0.001,,1.37,L,0.01,,0.02,,0.002,,102,L,0.01,,0.001,L,0.005,,0.1,,0.002,,0.0519,,0.161,,0.034,,0.5,,0.2
2012PN510276,OIL SANDS COMPONENT STUDIES,MU1- Oil Sands - WQ Event Station Muskeg River - Lower Reach,MU1A,57.11.32.380,111.34.18.780,57.19233,-111.57188,2012-05-28 12:40,WATER,TRIPLICATE SAMPLE - rep1,,6.3,,0.025,,0.35,,30.4,,0.005,L,0.001,,54.1,,0.015,,0.034,,0.001,,0.07,,0.086,,0.26,,0.006,L,0.01,L,0.001,,429,,0.018,,0.028,,9.73,,21,,0.122,,0.6,,0.002,L,0.005,L,0.001,,1.14,L,0.01,,0.04,,0.002,,95.5,L,0.01,,0.001,,0.014,,0.3,L,0.001,,0.0523,,0.189,,0.035,,0.6,,0.2
