CODE,DECIMALS,ABBREV,FULL_NAME,UNITS,NARR,National_VMV_Code
3146,5,PCB81_BLCorr,4549,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3147,5,"PCB81,87_BLCorr","3,4,4',5-tetrachlorobiphenyl/1,2,3-trichloro-4-(2,5-dichlorophenyl)benzene",ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3148,5,PCB82_BLCorr,4417,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3149,5,PCB83_BLCorr,1570,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3150,5,PCB84_BLCorr,1274,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3151,5,PCB-84(op DDE/aENDO)_BLCorr,"1,2,4-trichloro-3-(2,3-dichlorophenyl)benzene (PCB 84)/o,p-DDE (2,4'-DDE)/alpha-endosulfan",ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3152,5,PCB85_BLCorr,1568,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3153,5,PCB-85/pp-dde_BLCorr,"1,2,3-trichloro-4-(2,4-dichlorophenyl)benzene/ pp-DDE",ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3154,5,"PCB86,97_BLCorr",1275,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3155,5,"PCB89,101_BLCorr",1276,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3156,5,PCB91_BLCorr,1574,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3157,5,PCB92_BLCorr,1277,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3158,5,PCB95_BLCorr,1575,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3159,5,PCB97_BLCorr,"1,2,4-trichloro-5-(2,3-dichlorophenyl)benzene",ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3160,5,PCB99_BLCorr,1571,ng/L,"THIS METHOD APPLIES TO A QUALITATIVE AND QUANTITATIVE DETERMINATION OF CHLOROBENZENES (CBs), ORGANOCHLORINE PESTICIDES (OCs), NEUTRAL HERBICIDES (NHs), POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) AND CONGENER SPECIFIC POLYCHLORINATED BIPHENYLS (cPCBs) FROM 16-24 L OF FILTERED/CENTRIFUGED WATER USING LIQUID/LIQUID EXTRACTION [GOULDEN LARGE SAMPLE EXTRACTOR (GLSE)], SILICA GEL CLEANUP AND ANALYSIS BY GAS CHROMATOGRAPHY WITH MICRO(µ)-ELECTRON CAPTURE (GC-µECD) AND MASS SELECTIVE DETECTORS (GC-MSD).  This data has been Blank Corrected.",
3161,5,PCB100_BLCorr,1257,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3162,5,PCB105_BLCorr,1093,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3163,5,PCB107_BLCorr,1566,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3164,5,"PCB110,77_BLCorr","1,2,4-trichloro-3-(3,4-dichlorophenyl)benzene/3,3',4,4'-tetrachlorobiphenyl",ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3165,5,PCB114_BLCorr,1565,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3166,5,PCB118_BLCorr,1094,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3167,5,PCB119_BLCorr,1752,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3168,5,"PCB12,13_BLCorr",1258,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3169,5,PCB128_BLCorr,1096,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3170,5,"PCB129,126_BLCorr","1,2,3,4-tetrachloro-5-(2,3-dichlorophenyl)benzene/1,2,3-trichloro-5-(3,4-dichlorophenyl)benzene",ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3171,5,PCB131_BLCorr,1559,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3172,5,PCB132_BLCorr,4418,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3173,5,"PCB135,144_BLCorr",1562,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3174,5,PCB136_BLCorr,1564,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3175,5,PCB137_BLCorr,1555,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3176,5,"PCB138,163,164_BLCorr",1489,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3177,5,PCB141_BLCorr,1557,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3178,5,PCB146_BLCorr,1558,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3179,5,"PCB149,123_BLCorr","1,2,4-trichloro-5-(2,3,6-trichlorophenyl)benzene/2,3',4,4',5'-pentachlorobiphenyl",ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3180,5,"PCB15,17_BLCorr","1-chloro-4-(4-chlorophenyl)benzene/2,4-dichloro-1-(2-chlorophenyl)benzene",ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3181,5,PCB151_BLCorr,1563,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3182,5,PCB153_BLCorr,1098,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3183,5,PCB156_BLCorr,1552,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3184,5,PCB157_BLCorr,1551,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3185,5,PCB158_BLCorr,1554,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3186,5,"PCB16,32_BLCorr",1591,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3187,5,PCB167_BLCorr,4557,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3188,5,PCB169_BLCorr,2650,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3189,5,"PCB170,190_BLCorr",1488,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3190,5,PCB172_BLCorr,1540,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3191,5,PCB174_BLCorr,1543,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3192,5,PCB177_BLCorr,1542,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3193,5,PCB179_BLCorr,1550,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3194,5,PCB18_BLCorr,1083,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3195,5,PCB180_BLCorr,1100,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3196,5,"PCB182,187,159_BLCorr","1,2,3,4-tetrachloro-5-(2,4,6-trichlorophenyl)benzene/1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene/2,3,3',4,5,5'-Hexachlorobiphenyl",ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3197,5,PCB183_BLCorr,1545,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3198,5,PCB189_BLCorr,1537,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3199,5,PCB19_BLCorr,1594,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3200,5,PCB191_BLCorr,1538,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3201,5,PCB193_BLCorr,1539,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3202,5,PCB194_BLCorr,1531,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3203,5,PCB195_BLCorr,1102,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3204,5,"PCB196,203_BLCorr",1532,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3205,5,PCB197_BLCorr,1535,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3206,5,PCB199_BLCorr,1533,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3207,5,PCB201_BLCorr,1536,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3208,5,"PCB202,171_BLCorr","2,2',3,3',5,5',6,6'-Octachlorobiphenyl/1,2,3,5-tetrachloro-4-(2,3,4-trichlorophenyl)benzene",ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3209,5,PCB204_BLCorr,4159,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3210,5,PCB205_BLCorr,1530,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3211,5,PCB206_BLCorr,1103,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3212,5,PCB207_BLCorr,1528,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3213,5,PCB209_BLCorr,1104,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3214,5,PCB22_BLCorr,1586,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
3215,5,"PCB24,27_BLCorr",1592,ng/L,"A large volume water sample is extracted with dichloromethane, a deactivated silica gel cleanup is used, concentrated and analysis is by gas liquid chromatography with electron capture and mass selective detectors. This data has been blank corrected.",
