Hydstra code,Long name,Name,Analysis method (Short name),Unit short name
48998,Aldrin,177_00_00_00_14,3225,WISKI_PGL
18130,Aldrin,177_00_00_00_14,718,UT
18134,Aldrin,177_00_00_00_14,673,WISKI_NGL
2306,Aldrin,177_00_00_00_14,2429,WISKI_NGL
4875,Aldrin,177_00_00_00_14,549,WISKI_NGL
2309,Pirimiphos-methyl,4115_00_00_00_14,2429,WISKI_NGL
106863,Pirimiphos-methyl,4115_00_00_00_14,3405,WISKI_NGL
106943,Pirimiphos-methyl,4115_00_00_00_14,3406,WISKI_NGL
106882,Dacthal OR chlorthal-dimethyl,130_00_00_00_14,3406,WISKI_NGL
106802,Dacthal OR chlorthal-dimethyl,130_00_00_00_14,3405,WISKI_NGL
60605,Dacthal OR chlorthal-dimethyl,130_00_00_00_14,4316,UT
2311,Dacthal OR chlorthal-dimethyl,130_00_00_00_14,2429,WISKI_NGL
2312,Octachlorostyrene,169_00_00_00_14,2429,WISKI_NGL
4877,Octachlorostyrene,169_00_00_00_14,549,WISKI_NGL
106808,Octachlorostyrene,169_00_00_00_14,3405,WISKI_NGL
106685,Octachlorostyrene,169_00_00_00_14,3401,WISKI_NGL
102467,Octachlorostyrene,169_00_00_00_14,2879,WISKI_NGL
102833,Octachlorostyrene,169_00_00_00_14,2883,WISKI_NGL
96260,Octachlorostyrene,169_00_00_00_14,2009,WISKI_NGL
99264,Octachlorostyrene,169_00_00_00_14,1947,WISKI_NGL
106888,Octachlorostyrene,169_00_00_00_14,3406,WISKI_NGL
106797,Fenitrothion,99_00_00_00_14,3405,WISKI_NGL
106877,Fenitrothion,99_00_00_00_14,3406,WISKI_NGL
9173,Fenitrothion,99_00_00_00_14,687,WISKI_NGL
5486,Fenitrothion,99_00_00_00_14,3216,WISKI_NGL
5376,Fenitrothion,99_00_00_00_14,303,WISKI_NGL
2314,Fenitrothion,99_00_00_00_14,2429,WISKI_NGL
2316,Oxychlordane,1047_00_00_00_14,2429,WISKI_NGL
4876,Oxychlordane,1047_00_00_00_14,549,WISKI_NGL
106847,Oxychlordane,1047_00_00_00_14,3405,WISKI_NGL
106156,Oxychlordane,1047_00_00_00_14,2863,WISKI_NGL
106927,Oxychlordane,1047_00_00_00_14,3406,WISKI_NGL
109636,Oxychlordane,1047_00_00_00_14,3654,WISKI_NGL
106936,Chlorpyriphos-oxon,4108_00_00_00_14,3406,WISKI_NGL
106856,Chlorpyriphos-oxon,4108_00_00_00_14,3405,WISKI_NGL
2318,Chlorpyriphos-oxon,4108_00_00_00_14,2429,WISKI_NGL
2319,Heptachlor epoxide,60_00_00_00_14,2429,WISKI_NGL
4907,Heptachlor epoxide,60_00_00_00_14,549,WISKI_NGL
106873,Heptachlor epoxide,60_00_00_00_14,3406,WISKI_NGL
106793,Heptachlor epoxide,60_00_00_00_14,3405,WISKI_NGL
106672,Heptachlor epoxide,60_00_00_00_14,3401,WISKI_NGL
102474,Heptachlor epoxide,60_00_00_00_14,2879,WISKI_NGL
102573,Heptachlor epoxide,60_00_00_00_14,2883,WISKI_NGL
102155,Heptachlor epoxide,60_00_00_00_14,2864,WISKI_NGL
102098,Heptachlor epoxide,60_00_00_00_14,2863,WISKI_NGL
96008,Heptachlor epoxide,60_00_00_00_14,1947,WISKI_NGL
18044,Heptachlor epoxide,60_00_00_00_14,673,WISKI_NGL
18045,Heptachlor epoxide,60_00_00_00_14,718,UT
49006,Heptachlor epoxide,60_00_00_00_14,3225,WISKI_PGL
109618,Heptachlor epoxide,60_00_00_00_14,3654,WISKI_NGL
110151,Heptachlor epoxide,60_00_00_00_14,4000,UT
61907,Heptachlor epoxide,60_00_00_00_14,4360,UT
49015,trans-chlordane OR beta-chlordane OR gamma-chlordane,3520_00_00_00_14,3225,WISKI_PGL
4878,trans-chlordane OR beta-chlordane OR gamma-chlordane,3520_00_00_00_14,549,WISKI_NGL
2320,trans-chlordane OR beta-chlordane OR gamma-chlordane,3520_00_00_00_14,2429,WISKI_NGL
2321,trans-nonachlor,2852_00_00_00_14,2429,WISKI_NGL
4880,trans-nonachlor,2852_00_00_00_14,549,WISKI_NGL
8046,trans-nonachlor,2852_00_00_00_14,710,WISKI_NGL
106850,trans-nonachlor,2852_00_00_00_14,3405,WISKI_NGL
106159,trans-nonachlor,2852_00_00_00_14,2863,WISKI_NGL
109639,trans-nonachlor,2852_00_00_00_14,3654,WISKI_NGL
106930,trans-nonachlor,2852_00_00_00_14,3406,WISKI_NGL
2322,cis-chlordane OR alpha-chlordane,3519_00_00_00_14,2429,WISKI_NGL
2323,alpha-endosulfan,335_00_00_00_14,2429,WISKI_NGL
4908,alpha-endosulfan,335_00_00_00_14,549,WISKI_NGL
106843,alpha-endosulfan,335_00_00_00_14,3405,WISKI_NGL
106675,alpha-endosulfan,335_00_00_00_14,3401,WISKI_NGL
102576,alpha-endosulfan,335_00_00_00_14,2883,WISKI_NGL
102477,alpha-endosulfan,335_00_00_00_14,2879,WISKI_NGL
102100,alpha-endosulfan,335_00_00_00_14,2863,WISKI_NGL
102157,alpha-endosulfan,335_00_00_00_14,2864,WISKI_NGL
100671,alpha-endosulfan,335_00_00_00_14,2721,UT
96009,alpha-endosulfan,335_00_00_00_14,1947,WISKI_NGL
49000,alpha-endosulfan,335_00_00_00_14,3225,WISKI_PGL
18050,alpha-endosulfan,335_00_00_00_14,718,UT
18085,alpha-endosulfan,335_00_00_00_14,673,WISKI_NGL
106923,alpha-endosulfan,335_00_00_00_14,3406,WISKI_NGL
109620,alpha-endosulfan,335_00_00_00_14,3654,WISKI_NGL
110989,alpha-endosulfan,335_00_00_00_14,4068,WISKI_NGL
61921,alpha-endosulfan,335_00_00_00_14,4360,UT
61911,Dieldrin,235_00_00_00_14,4360,UT
109622,Dieldrin,235_00_00_00_14,3654,WISKI_NGL
106910,Dieldrin,235_00_00_00_14,3406,WISKI_NGL
18154,Dieldrin,235_00_00_00_14,673,WISKI_NGL
18150,Dieldrin,235_00_00_00_14,718,UT
49003,Dieldrin,235_00_00_00_14,3225,WISKI_PGL
49307,Dieldrin,235_00_00_00_14,3231,WISKI_NGL
96018,Dieldrin,235_00_00_00_14,1947,WISKI_NGL
102102,Dieldrin,235_00_00_00_14,2863,WISKI_NGL
102159,Dieldrin,235_00_00_00_14,2864,WISKI_NGL
102479,Dieldrin,235_00_00_00_14,2879,WISKI_NGL
102578,Dieldrin,235_00_00_00_14,2883,WISKI_NGL
106676,Dieldrin,235_00_00_00_14,3401,WISKI_NGL
106830,Dieldrin,235_00_00_00_14,3405,WISKI_NGL
4909,Dieldrin,235_00_00_00_14,549,WISKI_NGL
8047,Dieldrin,235_00_00_00_14,710,WISKI_NGL
2324,Dieldrin,235_00_00_00_14,2429,WISKI_NGL
2326,"o,p'-DDE (2,4'-DDE)",192_00_00_00_14,2429,WISKI_NGL
4882,"o,p'-DDE (2,4'-DDE)",192_00_00_00_14,549,WISKI_NGL
5656,"o,p'-DDE (2,4'-DDE)",192_00_00_00_14,4102,WISKI_NGL
106819,"o,p'-DDE (2,4'-DDE)",192_00_00_00_14,3405,WISKI_NGL
106157,"o,p'-DDE (2,4'-DDE)",192_00_00_00_14,2863d1,WISKI_NGL
106899,"o,p'-DDE (2,4'-DDE)",192_00_00_00_14,3406,WISKI_NGL
109637,"o,p'-DDE (2,4'-DDE)",192_00_00_00_14,3654,WISKI_NGL
110413,"o,p'-DDE (2,4'-DDE)",192_00_00_00_14,2863d2,WISKI_NGL
109623,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,3654,WISKI_NGL
106915,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,3406,WISKI_NGL
61915,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,4360,UT
106835,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,3405,WISKI_NGL
106668,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,3401,WISKI_NGL
102577,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,2883,WISKI_NGL
102478,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,2879,WISKI_NGL
102160,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,2864,WISKI_NGL
102103,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,2863,WISKI_NGL
96005,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,1947,WISKI_NGL
49012,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,3225,WISKI_PGL
18020,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,718,UT
18029,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,673,WISKI_NGL
4883,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,549,WISKI_NGL
8048,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,710,WISKI_NGL
2327,"p,p'-DDE (4,4'-DDE)",261_00_00_00_14,2429,WISKI_NGL
2328,Captan,46_00_00_00_14,2429,WISKI_NGL
5520,Captan,46_00_00_00_14,3216,WISKI_NGL
8041,Captan,46_00_00_00_14,710,WISKI_NGL
106799,Captan,46_00_00_00_14,3405,WISKI_NGL
106879,Captan,46_00_00_00_14,3406,WISKI_NGL
106939,Disulfoton sulfone,4111_00_00_00_14,3406,WISKI_NGL
106859,Disulfoton sulfone,4111_00_00_00_14,3405,WISKI_NGL
2329,Disulfoton sulfone,4111_00_00_00_14,2429,WISKI_NGL
2330,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,2429,WISKI_NGL
5655,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,4102,WISKI_NGL
4884,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,549,WISKI_NGL
106825,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,3405,WISKI_NGL
106158,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,2863d1,WISKI_NGL
49011,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,3225,WISKI_PGL
106905,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,3406,WISKI_NGL
109638,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,3654,WISKI_NGL
110412,"o,p'-DDD (mitotane) (2,4'-DDD)",211_00_00_00_14,2863d2,WISKI_NGL
106836,Perthane,262_00_00_00_14,3405,WISKI_NGL
2331,Perthane,262_00_00_00_14,2429,WISKI_NGL
2332,Endrin,258_00_00_00_14,2429,WISKI_NGL
4910,Endrin,258_00_00_00_14,549,WISKI_NGL
106832,Endrin,258_00_00_00_14,3405,WISKI_NGL
106677,Endrin,258_00_00_00_14,3401,WISKI_NGL
102480,Endrin,258_00_00_00_14,2879,WISKI_NGL
102579,Endrin,258_00_00_00_14,2883,WISKI_NGL
102104,Endrin,258_00_00_00_14,2863,WISKI_NGL
102161,Endrin,258_00_00_00_14,2864,WISKI_NGL
96017,Endrin,258_00_00_00_14,1947,WISKI_NGL
49004,Endrin,258_00_00_00_14,3225,WISKI_PGL
18144,Endrin,258_00_00_00_14,673,WISKI_NGL
18140,Endrin,258_00_00_00_14,718,UT
109624,Endrin,258_00_00_00_14,3654,WISKI_NGL
106912,Endrin,258_00_00_00_14,3406,WISKI_NGL
61912,Endrin,258_00_00_00_14,4360,UT
106931,cis-nonachlor,2856_00_00_00_14,3406,WISKI_NGL
109640,cis-nonachlor,2856_00_00_00_14,3654,WISKI_NGL
106851,cis-nonachlor,2856_00_00_00_14,3405,WISKI_NGL
4881,cis-nonachlor,2856_00_00_00_14,549,WISKI_NGL
2333,cis-nonachlor,2856_00_00_00_14,2429,WISKI_NGL
2335,Beta-endosulfan,187_00_00_00_14,2429,WISKI_NGL
4911,Beta-endosulfan,187_00_00_00_14,549,WISKI_NGL
106817,Beta-endosulfan,187_00_00_00_14,3405,WISKI_NGL
106681,Beta-endosulfan,187_00_00_00_14,3401,WISKI_NGL
102583,Beta-endosulfan,187_00_00_00_14,2883,WISKI_NGL
102484,Beta-endosulfan,187_00_00_00_14,2879,WISKI_NGL
102162,Beta-endosulfan,187_00_00_00_14,2864,WISKI_NGL
102105,Beta-endosulfan,187_00_00_00_14,2863,WISKI_NGL
96010,Beta-endosulfan,187_00_00_00_14,1947,WISKI_NGL
18087,Beta-endosulfan,187_00_00_00_14,673,WISKI_NGL
18055,Beta-endosulfan,187_00_00_00_14,718,UT
109625,Beta-endosulfan,187_00_00_00_14,3654,WISKI_NGL
106897,Beta-endosulfan,187_00_00_00_14,3406,WISKI_NGL
110988,Beta-endosulfan,187_00_00_00_14,4068,WISKI_NGL
61922,Beta-endosulfan,187_00_00_00_14,4360,UT
106920,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,3406,WISKI_NGL
109627,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,3654,WISKI_NGL
18027,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,673,WISKI_NGL
18005,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,718,UT
49010,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,3225,WISKI_PGL
96003,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,1947,WISKI_NGL
102107,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,2863,WISKI_NGL
102164,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,2864,WISKI_NGL
102481,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,2879,WISKI_NGL
102580,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,2883,WISKI_NGL
106678,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,3401,WISKI_NGL
106840,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,3405,WISKI_NGL
4886,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,549,WISKI_NGL
8050,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,710,WISKI_NGL
2337,"o,p'-DDT (2,4'-DDT)",287_00_00_00_14,2429,WISKI_NGL
2338,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,2429,WISKI_NGL
4885,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,549,WISKI_NGL
106834,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,3405,WISKI_NGL
106679,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,3401,WISKI_NGL
102581,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,2883,WISKI_NGL
102482,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,2879,WISKI_NGL
102106,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,2863,WISKI_NGL
102163,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,2864,WISKI_NGL
96004,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,1947,WISKI_NGL
49014,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,3225,WISKI_PGL
18010,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,718,UT
18013,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,673,WISKI_NGL
109626,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,3654,WISKI_NGL
106914,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,3406,WISKI_NGL
61914,"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)",260_00_00_00_14,4360,UT
61910,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,4360,UT
106900,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,3406,WISKI_NGL
109628,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,3654,WISKI_NGL
18028,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,673,WISKI_NGL
18000,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,718,UT
49013,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,3225,WISKI_PGL
96002,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,1947,WISKI_NGL
102108,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,2863,WISKI_NGL
102165,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,2864,WISKI_NGL
102483,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,2879,WISKI_NGL
102582,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,2883,WISKI_NGL
106680,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,3401,WISKI_NGL
106820,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,3405,WISKI_NGL
4887,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,549,WISKI_NGL
8053,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,710,WISKI_NGL
2339,"p,p'-DDT (4,4'-DDT)",200_00_00_00_14,2429,WISKI_NGL
2340,Mirex,165_00_00_00_14,2429,WISKI_NGL
8060,Mirex,165_00_00_00_14,710,WISKI_NGL
4888,Mirex,165_00_00_00_14,549,WISKI_NGL
106807,Mirex,165_00_00_00_14,3405,WISKI_NGL
106669,Mirex,165_00_00_00_14,3401,WISKI_NGL
102584,Mirex,165_00_00_00_14,2883,WISKI_NGL
102485,Mirex,165_00_00_00_14,2879,WISKI_NGL
102167,Mirex,165_00_00_00_14,2864,WISKI_NGL
102111,Mirex,165_00_00_00_14,2863,WISKI_NGL
96015,Mirex,165_00_00_00_14,1947,WISKI_NGL
49009,Mirex,165_00_00_00_14,3225,WISKI_PGL
18125,Mirex,165_00_00_00_14,718,UT
18127,Mirex,165_00_00_00_14,673,WISKI_NGL
109631,Mirex,165_00_00_00_14,3654,WISKI_NGL
106887,Mirex,165_00_00_00_14,3406,WISKI_NGL
106904,Hexazinone,209_00_00_00_14,3406,WISKI_NGL
110154,Hexazinone,209_00_00_00_14,4000,UT
61927,Hexazinone,209_00_00_00_14,4361,UT
60723,Hexazinone,209_00_00_00_14,4315,UT
61552,Hexazinone,209_00_00_00_14,4352,UT
106824,Hexazinone,209_00_00_00_14,3405,WISKI_NGL
2341,Hexazinone,209_00_00_00_14,2429,WISKI_NGL
2342,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,2429,WISKI_NGL
5527,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,3216,WISKI_NGL
4915,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,549,WISKI_NGL
106833,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,3405,WISKI_NGL
106682,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,3401,WISKI_NGL
102486,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,2879,WISKI_NGL
102585,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,2883,WISKI_NGL
102110,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,2863,WISKI_NGL
102166,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,2864,WISKI_NGL
100673,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,2721,UT
96006,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,1947,WISKI_NGL
18030,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,718,UT
18035,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,673,WISKI_NGL
18033,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,722,UT
61913,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,4360,UT
109630,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,3654,WISKI_NGL
106913,"p,p'-methoxychlor (methoxychlor)",259_00_00_00_14,3406,WISKI_NGL
106924,Endrin ketone,1712_00_00_00_14,3406,WISKI_NGL
106844,Endrin ketone,1712_00_00_00_14,3405,WISKI_NGL
4914,Endrin ketone,1712_00_00_00_14,549,WISKI_NGL
2343,Endrin ketone,1712_00_00_00_14,2429,WISKI_NGL
2344,Phosmet total,265_00_00_00_14,2429,WISKI_NGL
5530,Phosmet total,265_00_00_00_14,3216,WISKI_NGL
106837,Phosmet total,265_00_00_00_14,3405,WISKI_NGL
106218,Phosmet total,265_00_00_00_14,3357,WISKI_NGL
102217,Phosmet total,265_00_00_00_14,2867,WISKI_NGL
18205,Phosmet total,265_00_00_00_14,847,UT
106917,Phosmet total,265_00_00_00_14,3406,WISKI_NGL
110125,Phosmet total,265_00_00_00_14,3655,UT
2409,Total permethrins,3232_00_00_00_14,2434,WISKI_NGL
2346,Total permethrins,3232_00_00_00_14,2429,WISKI_NGL
2347,Total cypermethrins,3233_00_00_00_14,2429,WISKI_NGL
2412,Total cypermethrins,3233_00_00_00_14,2434,WISKI_NGL
2348,Hexachlorobenzene-13C,2853_00_00_00_01,2429,PERC
13489,Hexachlorobenzene-13C,2853_00_00_00_01,4385,PERC
2349,Diazinon-D10,3681_00_00_00_01,2429,PERC
2350,Atrazine-13C,3234_00_00_00_01,2429,PERC
2351,gamma-hexachlorocyclohexane-13C OR gamma-HCH-13C or gamma-BHC-13C,3235_00_00_00_01,2429,PERC
13492,gamma-hexachlorocyclohexane-13C OR gamma-HCH-13C or gamma-BHC-13C,3235_00_00_00_01,4385,PERC
2352,Fonofos-13C,3236_00_00_00_01,2429,PERC
2353,Heptachlor-13C,3237_00_00_00_01,2429,PERC
13494,Heptachlor-13C,3237_00_00_00_01,4385,PERC
13491,beta-hexachlorocyclohexane-13C OR beta-HCH-13C or beta-BHC-13C,3238_00_00_00_01,4385,PERC
2354,beta-hexachlorocyclohexane-13C OR beta-HCH-13C or beta-BHC-13C,3238_00_00_00_01,2429,PERC
2355,delta-HCH-13C,3239_00_00_00_01,2429,PERC
2356,Aldrin-13C,3240_00_00_00_01,2429,PERC
13495,Aldrin-13C,3240_00_00_00_01,4385,PERC
13497,Oxychlordane-13C,3241_00_00_00_01,4385,PERC
2357,Oxychlordane-13C,3241_00_00_00_01,2429,PERC
2358,Heptachlor-epoxide-13C,3242_00_00_00_01,2429,PERC
13496,Heptachlor-epoxide-13C,3242_00_00_00_01,4385,PERC
13256,Heptachlor-epoxide-13C,3242_00_00_00_01,4383,PERC
2359,t-chlordane-13C,3243_00_00_00_01,2429,PERC
2360,t-nonachlor-13C,3244_00_00_00_01,2429,PERC
13499,t-nonachlor-13C,3244_00_00_00_01,4385,PERC
2361,alpha-endosulphan-13C9,3245_00_00_00_01,2429,PERC
2362,Dieldrin-13C,3246_00_00_00_01,2429,PERC
13503,Dieldrin-13C,3246_00_00_00_01,4385,PERC
13509,"p,p'-DDE (4,4'-DDE)-13C",3247_00_00_00_01,4385,PERC
2363,"p,p'-DDE (4,4'-DDE)-13C",3247_00_00_00_01,2429,PERC
2364,Endrin-13C12,3248_00_00_00_01,2429,PERC
2365,c-nonachlor-13C,3249_00_00_00_01,2429,PERC
13500,c-nonachlor-13C,3249_00_00_00_01,4385,PERC
2366,beta-endosulphan-13C9,3250_00_00_00_01,2429,PERC
2367,"o,p'-DDT (2,4'-DDT)-13C",3251_00_00_00_01,2429,PERC
13512,"o,p'-DDT (2,4'-DDT)-13C",3251_00_00_00_01,4385,PERC
2368,"p,p'-DDT (4,4'-DDT)-13C",3252_00_00_00_01,2429,PERC
13513,"p,p'-DDT (4,4'-DDT)-13C",3252_00_00_00_01,4385,PERC
13515,Mirex-13C,3253_00_00_00_01,4385,PERC
2369,Mirex-13C,3253_00_00_00_01,2429,PERC
2370,Methoxychlor-13C12,3255_00_00_00_01,2429,PERC
8084,Methoxychlor-13C12,3255_00_00_00_01,710,PERC
2371,Azinphos-methyl-D6,3256_00_00_00_01,2429,PERC
2372,Permethrins-peak_1-13C,3257_00_00_00_01,2429,PERC
2373,Permethrins-peak_2-13C,3258_00_00_00_01,2429,PERC
2374,Butylate,937_00_00_00_14,2429,WISKI_NGL
9153,Butylate,937_00_00_00_14,687,WISKI_NGL
8009,Butylate,937_00_00_00_14,710,WISKI_NGL
5358,Butylate,937_00_00_00_14,303,WISKI_NGL
5467,Butylate,937_00_00_00_14,3216,WISKI_NGL
102224,Butylate,937_00_00_00_14,2868,WISKI_NGL
106852,Butylate,937_00_00_00_14,3405,WISKI_NGL
103655,Butylate,937_00_00_00_14,3003,WISKI_NGL
110108,Butylate,937_00_00_00_14,3655,UT
106932,Butylate,937_00_00_00_14,3406,WISKI_NGL
107184,Butylate,937_00_00_00_14,3433,WISKI_NGL
106929,Ethalfluralin,2721_00_00_00_14,3406,WISKI_NGL
110111,Ethalfluralin,2721_00_00_00_14,3655,UT
106849,Ethalfluralin,2721_00_00_00_14,3405,WISKI_NGL
106250,Ethalfluralin,2721_00_00_00_14,3003,WISKI_NGL
100685,Ethalfluralin,2721_00_00_00_14,2721,UT
60615,Ethalfluralin,2721_00_00_00_14,4316,UT
8017,Ethalfluralin,2721_00_00_00_14,710,WISKI_NGL
2375,Ethalfluralin,2721_00_00_00_14,2429,WISKI_NGL
2376,Trifluralin,122_00_00_00_14,2429,WISKI_NGL
5507,Trifluralin,122_00_00_00_14,3216,WISKI_NGL
8018,Trifluralin,122_00_00_00_14,710,WISKI_NGL
5390,Trifluralin,122_00_00_00_14,303,WISKI_NGL
60633,Trifluralin,122_00_00_00_14,4316,UT
18370,Trifluralin,122_00_00_00_14,843,UT
9199,Trifluralin,122_00_00_00_14,687,WISKI_NGL
100697,Trifluralin,122_00_00_00_14,2721,UT
102219,Trifluralin,122_00_00_00_14,2868,WISKI_NGL
106800,Trifluralin,122_00_00_00_14,3405,WISKI_NGL
103658,Trifluralin,122_00_00_00_14,3003,WISKI_NGL
60828,Trifluralin,122_00_00_00_14,4315,UT
96110,Trifluralin,122_00_00_00_14,2344,WISKI_NGL
110112,Trifluralin,122_00_00_00_14,3655,UT
106880,Trifluralin,122_00_00_00_14,3406,WISKI_NGL
106886,Triallate,162_00_00_00_14,3406,WISKI_NGL
110117,Triallate,162_00_00_00_14,3655,UT
96112,Triallate,162_00_00_00_14,2344,WISKI_NGL
60824,Triallate,162_00_00_00_14,4315,UT
61641,Triallate,162_00_00_00_14,4352,UT
106806,Triallate,162_00_00_00_14,3405,WISKI_NGL
103663,Triallate,162_00_00_00_14,3003,WISKI_NGL
102221,Triallate,162_00_00_00_14,2868,WISKI_NGL
100696,Triallate,162_00_00_00_14,2721,UT
18363,Triallate,162_00_00_00_14,882,UT
8034,Triallate,162_00_00_00_14,710,WISKI_NGL
2377,Triallate,162_00_00_00_14,2429,WISKI_NGL
2378,Dimethenamid,4110_00_00_00_14,2429,WISKI_NGL
9166,Dimethenamid,4110_00_00_00_14,687,WISKI_NGL
5371,Dimethenamid,4110_00_00_00_14,303,WISKI_NGL
5480,Dimethenamid,4110_00_00_00_14,3216,WISKI_NGL
